zero_crossing_rate,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_entropy,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,chroma_stft1,chroma_stft2,chroma_stft3,chroma_stft4,chroma_stft5,chroma_stft6,chroma_stft7,chroma_stft8,chroma_stft9,loudness,label
1.490142459033698,-0.41479290351355397,1.9430656143020775,4.569089569224076,-0.7024601241700079,-0.4682739138983611,3.158425631014783,1.5348694583058176,-0.9389487718699042,1.0851200871719293,-0.6951265392186934,-0.6985946303553853,0.3629434073490512,-2.8699203669866966,-2.5873767487695494,-0.6747450350891672,-1.2153973444013084,0.37709679911432864,-1.089628890625453,-1.6947644416023497,1.465648768921554,-0.22577630048653566,0.06752820468792384,-1.4247481862134568,-0.5443827245251827,0.08873807176789288,-0.9207948619378423,0.3005584146765376,-0.480510951935044,-0.23335499983462143,blues
-1.8051198366881906,5.556834553526813,-0.04049167421380176,-3.173132786867701,2.467634736309567,-2.4416872999420445,0.4177271900095108,-3.919340247759551,-2.656372097796861,0.39372247173824704,1.1076998699931155,0.25705242178495574,-0.17347242358236079,-0.4516555433839332,-2.217782985551141,-0.8638130500736504,-0.552766525151745,1.2685466714626987,0.4123419474821537,-2.1156481864352807,0.324083969394795,-0.38508228041631654,-0.6769220003059587,0.6116762888408679,1.030999522495951,0.7450240952929589,-0.6713740185781109,-0.24736990068097167,0.26501074512285117,0.7804361016978874,classical
-1.43752271353587,-0.5569769299914513,-3.3190049220180846,-3.5886198722420124,2.437577467182594,2.712480057141646,-0.1440202431606677,2.0070657957840483,0.7232720500952683,-1.2902395092102485,0.5420934082626209,2.307054849698954,-0.05373905866492731,2.3469654837210094,-3.9296176561346163,0.9862830052502686,0.10445648188580546,-0.35880882055904095,0.11011293184260275,-2.3850826975210713,-0.21967188783751193,0.3571125715117464,1.477894044741516,-0.5182702182736474,-0.8084936028931876,-0.40140563486762926,0.7323216941616594,0.2630008877277476,-0.42380816301363106,0.4106139464906849,country
0.2912326480441212,2.9059349715986675,-2.106159281632057,-0.9829864397933046,-1.176324459396473,-2.927029896264237,0.5922405541291521,0.5221105443597787,0.01022691328492178,-0.46917426675029383,-2.1230561130756214,-0.6309679841480386,-0.5140717747901542,-1.2034159038324284,-0.2419285674990137,0.48486102817744603,2.263423081452636,0.20949337539820675,0.30906046886731725,-0.08933509891940065,-1.9187712152990415,-0.026513875449216878,0.06023020994102644,2.463242112485286,-0.19236096478112252,0.24123787386689,-0.02776941576419465,-0.9349424300956257,0.9142582516120165,0.6015464261494193,disco
2.3730958411291407,-2.7281623643842168,4.208382932808298,-4.205553188376843,1.7605712814008108,4.380911251619957,-1.9810726502613767,-1.1325954592055438,0.19930273017528244,-1.0069513082323984,-2.3259951465991993,0.10284446220904099,-1.5934555705891573,0.7103886459527724,-1.3791363513507047,1.8599212860210472,-0.9399039508034844,-0.3864738194468107,0.9762206608436037,-1.4770371797207462,0.22745993460412942,1.307142754282428,-1.6074832345612275,0.1846338585323042,0.25988279424842353,0.6254582974218483,-0.9895605687024656,-1.056365290467421,0.41755325249351816,0.23758773858654886,hiphop
0.7514785510376296,1.0393446284909271,-2.0400741647354725,0.6967610914830107,0.8792174198960437,-1.4287028360527356,3.731549022289513,0.947665841823575,-2.382606994405297,1.3131072172676594,-1.462022505340982,1.180626905613678,1.7378933685111062,-1.2310234775275657,1.4450641938664828,0.49533711232379796,0.986472191993388,2.2761515791847367,-0.2944657392034446,-0.9044833972289874,-0.8895144296255233,-0.8158102849654383,-0.0771017094141042,0.3411519748166439,0.27669079933001905,0.6617465992288191,0.010401513502325616,1.1628272617258535,-0.21172546659036487,2.176135333271695,jazz
1.8770020432950187,-2.5714726692488474,-3.212677494183337,1.447417245729556,-0.6703883559775528,1.428000988184184,0.9464752491470897,-0.14565782531374555,-1.69358743613681,-3.0296944493717293,-0.6697724281005316,1.2845981914852085,0.32114061619530593,-1.868608168067982,0.25977138877677297,0.46238085567460413,-1.0606289234413595,0.18447012713463348,0.06985046213519987,-1.3715643573967478,0.3577873603482833,0.5607845263682344,1.083051243175277,1.053802052034903,-1.377669367957091,-0.7502600319320982,0.41202821376692783,0.4110287607297671,0.4120381490448384,3.0821851925237773,metal
1.712671532079501,3.4066969205417967,2.862005290479607,1.954173753917394,-0.9458077339210369,1.5179384409865349,-1.5456504290751436,-0.47363721348001775,-0.9707270956582069,0.1637482787726451,3.471987850010263,-2.800897788887622,1.0293902855617703,-2.4190738067844775,-0.7078977986841501,1.3067407163608393,0.07713602291455532,-1.2932937335151673,-0.8583644511119618,0.8155172987216109,-0.7303666317171367,0.21645858958197486,0.045571839903813784,-0.6516003476058171,2.1439440893253257,0.507135217854409,-1.6201140693260858,0.1491634518155421,-0.5294291718147104,0.6819466678369792,pop
-2.377562215298102,-0.34420932440069707,1.5149618369413713,2.5972655825103645,-3.6008892211673285,-0.6690024716818967,-0.9498906223219123,-1.3066584651474238,3.5309084805621938,0.8099634219219111,-1.8913259315025677,1.376792920582164,3.18323429551895,1.5486978908267202,-2.2790549489310203,-0.5810808874395016,1.5202933790239472,-0.8492033587425368,0.5325833137754741,0.9295608641152041,-0.926930471578083,-0.05952535606180008,-3.2412673400690726,-1.0243876413342898,-0.2525681513931603,-0.9982265455718796,1.3059290431453083,-1.1441131023685063,-0.35203558935758705,0.10459246182887308,reggae
4.323819867198346,-4.307586453538319,3.489491256464879,0.030699183058761147,-2.944525953143853,0.9242069485265415,0.39811939114694006,-1.2004337543175894,0.13960416998003783,-0.7706271937235204,0.17027601787687208,0.99319601178157,2.379025224218028,-1.8567232482402736,3.1995500619844,-2.342505359427002,-0.18214211404269998,0.7059806477814918,0.33719024128203917,-0.7472394237847125,-0.20812225035727522,-0.4930009346588328,-0.5893647569442115,0.8496020970210246,0.35701548596504734,-0.5543276762085234,0.7196799003466006,0.24583961670128748,0.6502896950711681,0.5037030735388898,rock
-2.486985032766217,-1.6805431205909087,2.2418808153697856,1.8311107963003945,-0.0627047818924444,0.234654766617564,2.55532979157685,-1.1831427776716599,1.0941947623400758,-0.4043853048677881,-0.32652180484083043,1.6481652779807852,1.2381245234820448,1.2202644540009577,1.9582182107314936,0.02520460995931086,0.8183435655539567,-0.37232010791214726,0.3889996229861305,-0.1561716652412215,0.09699596499271819,0.5951570254369136,-0.8182206832334725,2.0923872756854602,-1.006017381499702,-0.9713508902301857,0.9264886988000542,0.6333301551703487,0.49929585364172413,0.5026764074114239,blues
